symbol	hgnc_id	chr	diagnostic_category	coding_sequence_variant	frameshift_variant	inframe_deletion	inframe_insertion	initiator_codon_variant	missense_variant	splice_acceptor_variant	splice_donor_variant	stop_gained	stop_lost	stop_retained_variant	synonymous_variant	PTV_enrichment_p	power_median	s_het	observed_full	expected_full	enrich_all_p_full	enrich_mis_p_full	cluster_p_full	denovoWEST_p_full	observed_ud	expected_ud	enrich_all_p_ud	enrich_mis_p_ud	cluster_p_ud	denovoWEST_p_ud	denovoWEST_p_ud_synmod	gnomad_oe_syn	significant
ERCC8	3439	5	none	0	0	0	0	0	1	0	0	0	0	0	0	0.108946952	0.395322294	0.005610556	0.2511856	0.17779521	0.302586673	0.222360268	NA	0.302586673	0.2511856	0.139039541	0.2392455	0.172649139	NA	0.2392455	NA	NA	FALSE
RRM1	10451	11	none	0	0	0	0	0	1	0	0	1	0	0	1	0.026709716	0.88284239	0.439295366	1.213264947	0.897424682	0.302638214	1	NA	0.302638214	1.212264947	0.70180471	0.209299448	1	NA	0.209299448	NA	NA	FALSE
HTT	4851	4	none	0	1	0	0	0	7	0	0	0	0	0	2	0.228252811	0.999999623	0.015425301	2.137139617	1.791409758	0.30279537	0.320109735	0.686635313	0.30279537	2.137139617	1.400919576	0.142634672	0.1542585	0.686257314	0.142634672	NA	NA	FALSE
ALDOA	414	16	none	0	0	0	0	0	2	0	0	0	0	0	0	0.104463893	0.360287922	0.024232945	0.354098497	0.27826951	0.302856239	0.216969956	0.43954256	0.302856239	0.354098497	0.217612527	0.221870197	0.149228085	0.43992656	0.221870197	NA	NA	FALSE
SLC4A11	16438	20	none	0	0	0	0	0	4	0	0	0	0	0	3	0.226555382	0.895038291	0.011995283	0.581804462	0.574401605	0.432280538	0.28850547	0.306477694	0.302897791	0.581804462	0.449193966	0.305859728	0.18275099	0.307254693	0.217849926	NA	NA	FALSE
C2orf83	25344	2	none	0	0	0	0	0	1	0	0	0	0	0	0	0.035000093	0.040511553	0.0005605	0.098083997	0.052284653	0.3029604	0.268751327	NA	0.3029604	0.098083997	0.040887683	0.245910837	0.217115329	NA	0.245910837	NA	NA	FALSE
CCDC178	29588	18	none	0	0	0	0	0	2	0	0	0	0	0	0	0.220017161	0.877025642	NA	0.196167993	0.261105881	1	0.368023362	0.24034976	0.302979858	0.196167993	0.204190213	1	0.26626849	0.241193759	0.240538504	NA	NA	FALSE
PCSK7	8748	11	none	0	0	0	0	0	2	0	0	0	0	0	0	0.205009198	0.826557693	NA	0.6118964	0.513362179	0.350502731	0.199953149	0.442474558	0.303028008	0.3059482	0.401459869	1	0.410911168	NA	1	NA	NA	FALSE
PDGFA	8799	7	none	0	0	0	0	0	1	0	0	0	0	0	2	0.059746686	0.181114806	0.263985128	0.313346184	0.242150244	0.303230486	0.2433158	NA	0.303230486	0.312346184	0.189366512	0.240867283	0.189590955	NA	0.240867283	NA	NA	FALSE
TDRD9	20122	14	none	0	0	0	0	0	2	0	1	0	0	0	3	0.065269218	0.991287361	0.011942067	0.802103153	0.633147248	0.303237686	1	0.51041849	0.303237686	0.801103153	0.495134277	0.196113148	0.332773014	0.50956549	0.196113148	NA	NA	FALSE
AIRE	360	21	none	0	0	0	0	0	2	0	0	0	0	0	0	0.146565146	0.667723402	NA	0.390886397	0.305154385	0.303400903	0.177575266	0.791098209	0.303400903	0.2928024	0.238637057	0.32214925	0.218465084	NA	0.32214925	NA	NA	FALSE
HNRNPAB	5034	5	none	0	0	0	0	0	1	0	0	0	0	0	0	0.107239148	0.381962823	0.137196996	0.2952293	0.225697061	0.303476195	0.187978368	NA	0.303476195	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TMEM223	28464	11	none	0	0	0	0	0	1	0	0	0	0	0	0	0.05373717	0.138325072	NA	0.2053729	0.148402877	0.303503737	0.261792993	NA	0.303503737	0.2053729	0.116054127	0.240900145	0.206727582	NA	0.240900145	NA	NA	FALSE
LHX6	21735	9	none	0	0	1	0	0	1	0	0	0	0	0	0	0.114450593	0.438289994	0.107108215	0.959877025	0.738923672	0.303556571	0.400207857	NA	0.303556571	0.959877025	0.577853633	0.212581684	0.309619428	NA	0.212581684	NA	NA	FALSE
CYTH4	9505	22	none	0	0	0	0	0	2	0	0	0	0	0	0	0.124299867	0.513697672	0.032939491	0.371436597	0.281693014	0.303614892	0.185041456	0.928404072	0.303614892	0.371436597	0.220289778	0.22425462	0.125208082	0.927930072	0.22425462	NA	NA	FALSE
SELENOI	29361	2	none	0	0	0	0	0	1	0	0	0	0	0	0	0.107673152	0.385357219	0.036405798	0.2629054	0.1811946	0.303731805	0.223213358	NA	0.303731805	0.2629054	0.141697935	0.240806311	0.17406162	NA	0.240806311	NA	NA	FALSE
NCOA7	21081	6	none	0	1	0	0	0	0	0	0	0	0	0	0	0.034288986	0.94321285	0.030892985	0.647014278	0.478813436	0.303747883	1	NA	0.303747883	0.647014278	0.374442035	0.218370405	1	NA	0.218370405	NA	NA	FALSE
PRSS36	26906	16	none	0	0	0	0	0	3	0	0	0	0	0	3	0.220775985	0.879233579	0.003158861	0.660420625	0.519165029	0.303799681	0.159027298	0.95004105	0.303799681	0.659420625	0.405997818	0.201120034	0.090015089	0.94992005	0.201120034	NA	NA	FALSE
SYNPR	16507	3	none	0	0	0	0	0	1	0	0	0	0	0	0	0.074393954	0.299989197	0.037582186	0.2231179	0.162123671	0.303835558	0.242878039	NA	0.303835558	0.2231179	0.126784073	0.240988633	0.190427315	NA	0.240988633	NA	NA	FALSE
KLHL4	6355	X	none	0	0	0	0	0	1	0	0	0	0	0	0	0.127147418	0.534879225	0.079640054	0.2494665	0.183553741	0.303847334	0.221443814	NA	0.303847334	0.2494665	0.139805491	0.232309016	0.165161138	NA	0.232309016	NA	NA	FALSE
CNTN6	2176	3	none	0	0	0	0	0	3	0	0	0	0	0	0	0.253678909	0.948443111	0.002786421	0.510950962	0.47820445	0.397693534	0.209749111	0.423498577	0.303886418	0.18973599	0.373965795	1	1	NA	1	NA	NA	FALSE
PFN3	18627	5	none	0	0	0	0	0	1	0	0	0	0	0	0	0.029502783	0.023624256	NA	0.180819894	0.12665448	0.303951756	0.270150443	NA	0.303951756	0.180819894	0.09904643	0.242061594	0.213548099	NA	0.242061594	NA	NA	FALSE
RANGAP1	9854	22	none	0	0	0	0	0	2	0	0	0	0	0	0	0.138369632	0.614427823	0.029799191	0.404032197	0.3104544	0.304078152	0.214239782	NA	0.304078152	0.404032197	0.242781778	0.219165658	0.14552249	NA	0.219165658	NA	NA	FALSE
MEGF9	3234	9	none	0	0	0	0	0	1	0	0	0	0	0	0	0.127598284	0.538200604	0.102116802	0.594399	0.436007818	0.304093298	0.22843404	NA	0.304093298	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
TMEM19	25605	12	none	0	0	0	0	0	1	0	0	0	0	0	0	0.082936091	0.374067164	0.002709075	0.2665823	0.171544152	0.304113076	0.240111851	NA	0.304113076	0.2665823	0.134151084	0.243098671	0.190036308	NA	0.243098671	NA	NA	FALSE
FAM149A	24527	4	none	0	0	0	0	0	3	0	0	0	0	0	0	0.12927137	0.550442779	0.012807605	0.304530785	0.352319152	1	0.312533709	0.284526715	0.304118157	0.304530785	0.275520882	0.337854287	0.209019213	0.286116714	0.228252585	NA	NA	FALSE
ZAP70	12858	2	none	0	0	0	0	0	3	0	0	0	0	0	1	0.161494131	0.752694818	0.099383088	0.496660332	0.483453652	0.428040007	0.322097231	0.276123724	0.304153238	0.496660332	0.378070781	0.312914584	0.221500548	0.275843724	0.231888076	NA	NA	FALSE
ZC3HC1	29913	7	none	0	0	0	0	0	3	0	0	0	0	0	0	0.165640053	0.773391527	0.013518964	0.385303286	0.296576306	0.304231041	0.151174211	0.653226347	0.304231041	0.385303286	0.231928821	0.225382489	0.099905408	0.653399347	0.225382489	NA	NA	FALSE
CNTROB	29616	17	none	0	0	0	0	0	2	0	0	0	0	0	2	0.254094216	0.949035053	0.010288064	0.503442661	0.575850366	1	0.308502562	0.288600711	0.304383969	0.503442661	0.450326927	0.375823511	0.207670735	0.288055712	0.228300047	NA	NA	FALSE
CHST15	18137	10	none	0	0	0	0	0	1	0	1	0	0	0	0	0.009019737	0.564884106	0.027304907	0.498460936	0.374539479	0.304572887	1	NA	0.304572887	0.498460936	0.292897639	0.219822813	1	NA	0.219822813	NA	NA	FALSE
NFKBIZ	29805	3	none	0	0	0	0	0	3	0	0	0	0	0	0	0.176340503	0.821024888	0.369918506	0.880997939	0.65105067	0.304903837	0.170609014	0.564161436	0.304903837	0.384833839	0.509135124	1	0.43143647	0.689352311	0.658064434	NA	NA	FALSE
TRAF1	12031	9	none	0	0	0	0	0	1	0	0	0	0	0	0	0.096509871	0.29896387	0.020100106	0.2908063	0.204563541	0.304959389	0.234602888	NA	0.304959389	0.2908063	0.159972931	0.236441015	0.178167127	NA	0.236441015	NA	NA	FALSE
SGCZ	14075	8	none	0	0	0	0	0	1	0	0	0	0	0	0	0.102766352	0.347075511	0.012164359	0.2146577	0.172730024	0.304994754	0.204282807	NA	0.304994754	0.2146577	0.135078461	0.243895913	0.159927686	NA	0.243895913	NA	NA	FALSE
ASL	746	7	none	0	0	0	0	0	2	0	0	0	0	0	1	0.14720769	0.671710445	0.007000861	0.40645834	0.319684754	0.305475127	0.198940541	0.448980551	0.305076174	0.40545834	0.250000107	0.222194901	0.134233263	0.447960552	0.222194901	NA	NA	FALSE
BOLL	14273	2	none	0	0	0	0	0	1	0	0	0	0	0	0	0.094112384	0.470572118	0.024223163	0.2139366	0.165590328	0.305081347	0.209075658	NA	0.305081347	0.2139366	0.12949507	0.242175969	0.16206951	NA	0.242175969	NA	NA	FALSE
GINM1	21074	6	none	0	0	0	0	0	1	0	0	0	0	0	0	0.089212694	0.42862083	0.01064538	0.180311574	0.143216031	0.305094516	0.221464731	NA	0.305094516	0.180311574	0.111997906	0.239642263	0.168976879	NA	0.239642263	NA	NA	FALSE
RNF121	21070	11	none	0	0	0	0	0	1	0	0	0	0	0	0	0.107772464	0.386134045	0.123826536	0.3059482	0.226640174	0.305177624	0.201910699	NA	0.305177624	0.3059482	0.177237316	0.238021726	0.15175973	NA	0.238021726	NA	NA	FALSE
YIPF2	28476	19	none	0	0	0	0	0	1	0	0	0	0	0	0	0.081423156	0.360874495	0.012891343	0.2028826	0.156904402	0.305291605	0.249252458	NA	0.305291605	0.2028826	0.122702496	0.239681574	0.193569933	NA	0.239681574	NA	NA	FALSE
FER1L6	28065	8	none	0	0	1	0	0	5	0	0	0	0	0	0	0.411225338	0.999456726	NA	1.143701019	0.915257385	0.305365644	0.175980376	0.775457225	0.305365644	1.045617022	0.715750253	0.229039913	0.134667213	0.944977055	0.229039913	NA	NA	FALSE
IP6K1	18360	3	none	0	0	0	0	0	2	0	0	0	0	0	3	0.101435393	0.336752833	0.059566109	0.417523564	0.322617634	0.305498013	0.2272991	0.534930465	0.305498013	0.416523564	0.25229368	0.222233651	0.156093183	0.535205465	0.222233651	NA	NA	FALSE
RASSF4	20793	10	none	0	0	0	0	0	1	0	0	0	0	0	0	0.08682876	0.407967372	0.0016895	0.3056123	0.230186183	0.305552965	0.214679879	NA	0.305552965	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
OR6Q1	15302	11	none	0	0	0	0	0	1	0	0	0	0	0	0	0.066763743	0.236067008	0.005319314	0.110993537	0.10599679	0.305656939	0.246401855	NA	0.305656939	0.110993537	0.082891688	0.244764454	0.194829065	NA	0.244764454	NA	NA	FALSE
AP1G2	556	14	none	0	1	0	0	0	0	0	0	0	0	0	0	0.026251341	0.877577943	NA	0.647014278	0.488082303	0.305667954	1	NA	0.305667954	0.647014278	0.381690482	0.215517536	1	NA	0.215517536	NA	NA	FALSE
RCL1	17687	9	none	0	0	0	0	0	1	0	0	0	0	0	3	0.123432305	0.507178518	0.057661973	0.3083795	0.26792791	0.305677169	0.26926982	NA	0.305677169	0.3073795	0.209525181	0.229849569	0.205527314	NA	0.229849569	NA	NA	FALSE
IGF2BP3	28868	7	none	0	0	0	0	0	2	0	0	0	0	0	0	0.159650751	0.743085099	0.364864229	0.882947976	0.638615854	0.305754747	0.193426896	0.736408264	0.305754747	0.882947976	0.49941084	0.221573437	0.13046062	0.736346264	0.221573437	NA	NA	FALSE
ARHGAP36	26388	X	none	0	0	0	0	0	1	0	0	0	0	0	0	0.101105332	0.3341989	0.232363283	0.28977786	0.252638899	0.3057771	0.225820877	NA	0.3057771	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
LIAS	16429	4	none	0	0	0	0	0	1	0	0	0	0	0	0	0.107074349	0.38067412	0.010933447	0.3059482	0.217461639	0.305962834	0.21828874	NA	0.305962834	0.3059482	0.170059511	0.238363079	0.165484885	NA	0.238363079	NA	NA	FALSE
TIPRL	30231	1	none	0	0	1	0	0	0	0	0	0	0	0	0	0.080462573	0.352503831	0.098447806	0.198398825	0.146428873	0.305997702	1	NA	0.305997702	0.198398825	0.114510415	0.245828203	1	NA	0.245828203	NA	NA	FALSE
SCN11A	10583	3	discordant	0	0	0	0	0	3	0	0	0	0	0	1	0.390399223	0.998712584	0.00995596	0.713814054	0.852415099	1	0.292529687	0.306876693	0.306162292	0.713814054	0.666606282	0.399001665	0.174122373	0.307032693	0.210038495	NA	NA	FALSE
C11orf87	33788	11	none	0	0	0	0	0	1	0	0	0	0	0	0	0.039052217	0.056478708	0.057924239	0.117982316	0.109097284	0.306285882	0.270682064	NA	0.306285882	0.117982316	0.085316339	0.245621013	0.215504612	NA	0.245621013	NA	NA	FALSE
STK38L	17848	12	none	0	0	0	0	0	1	0	0	0	0	0	0	0.12548948	0.52258824	0.082914999	0.3033032	0.232546962	0.306310125	0.21339027	NA	0.306310125	0.3033032	0.181856546	0.235175233	0.157726922	NA	0.235175233	NA	NA	FALSE
NTN1	8029	17	none	0	0	0	0	0	3	0	0	0	0	0	0	0.128753151	0.546665162	NA	0.761862208	0.596950404	0.306398765	0.223001177	0.882640117	0.306398765	0.761862208	0.466827594	0.19529463	0.130987103	0.882193118	0.19529463	NA	NA	FALSE
TFEC	11754	7	none	0	0	0	0	0	1	0	0	0	0	0	0	0.105037974	0.364765459	0.009376454	0.2426613	0.188695749	0.306440115	0.205959279	NA	0.306440115	0.2426613	0.147563988	0.240489641	0.158033934	NA	0.240489641	NA	NA	FALSE
LPAR4	4478	X	none	0	0	0	0	0	1	0	0	0	0	0	0	0.046575109	0.093946853	0.047549388	0.098083997	0.058379873	0.306500949	0.28181222	NA	0.306500949	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
SLC2A4RG	15930	20	none	0	0	0	0	0	2	0	0	0	0	0	0	0.087979249	0.417949468	NA	0.266575963	0.210245226	0.306681343	0.241331314	0.723618276	0.306681343	0.266575963	0.164416126	0.222201093	0.16806355	0.722889277	0.222201093	NA	NA	FALSE
HIBADH	4907	7	none	0	0	0	0	0	1	0	0	0	0	0	0	0.090480758	0.43955187	0.10429276	0.2424681	0.169048632	0.306711704	0.234071476	NA	0.306711704	0.2424681	0.132199536	0.244475472	0.183958198	NA	0.244475472	NA	NA	FALSE
USE1	30882	19	none	0	0	0	0	0	1	0	0	0	0	0	1	0.090194954	0.437092059	0.022398074	0.294434	0.195999889	0.306714109	0.23123741	NA	0.306714109	0.293434	0.153275977	0.243349073	0.179520516	NA	0.243349073	NA	NA	FALSE
DYNC1LI2	2966	16	none	0	0	0	0	0	0	0	0	1	0	0	0	0.008333324	0.528542471	0.078305305	0.3447049	0.27708103	0.306878699	1	NA	0.306878699	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
LPIN2	14450	18	none	0	0	0	0	0	2	0	0	0	0	0	1	0.24799256	0.939731608	0.034305898	0.405032197	0.522330537	1	0.378951508	0.237744762	0.306940767	0.099083997	0.408473311	1	1	NA	1	NA	NA	FALSE
NUDT17	26618	1	none	0	0	0	0	0	2	0	0	0	0	0	0	0.109748131	0.401589863	0.009296852	0.210892494	0.180189189	0.307140065	0.211449509	0.946051054	0.307140065	0.210892494	0.140911682	0.239201165	0.160773041	0.946275054	0.239201165	NA	NA	FALSE
RAB29	9789	1	none	0	0	0	0	0	1	0	0	0	0	0	0	0.063806882	0.212356031	0.103843647	0.159727567	0.127242778	0.307210227	0.242317386	NA	0.307210227	0.159727567	0.099506491	0.248408507	0.193907316	NA	0.248408507	NA	NA	FALSE
TMTC2	25440	12	none	0	0	0	0	0	2	0	0	0	0	0	1	0.190743573	0.872675609	0.036498436	0.5613559	0.423766694	0.30723832	0.157909323	0.911247089	0.30723832	0.5613559	0.331394342	0.220825056	0.098118258	0.910763089	0.220825056	NA	NA	FALSE
KPNA2	6395	17	none	0	0	0	0	0	1	0	0	0	0	0	1	0.129136581	0.549461475	0.078915647	0.3019707	0.237142429	0.307391654	0.208310848	NA	0.307391654	0.3009707	0.185450297	0.236804194	0.151474299	NA	0.236804194	NA	NA	FALSE
TM4SF5	11857	17	none	0	0	0	0	0	1	0	0	0	0	0	0	0.061428394	0.193851806	0.006577086	0.13599793	0.119914919	0.307456463	0.250796745	NA	0.307456463	0.13599793	0.093775953	0.246726854	0.19897449	NA	0.246726854	NA	NA	FALSE
NCOA5	15909	20	none	0	0	0	0	0	2	0	0	0	0	0	0	0.178819339	0.830900731	0.09039063	0.470164212	0.401845795	0.348189733	0.177893202	0.507824492	0.307529618	0.470164212	0.314251744	0.255623275	0.11549268	0.508021492	0.225055793	NA	NA	FALSE
TULP3	12425	12	none	0	0	0	0	0	2	0	0	0	0	0	0	0.142103045	0.639255942	NA	0.228466573	0.231443599	1	0.311183348	0.29044871	0.307636058	0.228466573	0.180993694	0.315403357	0.239677782	0.29004271	0.254861559	NA	NA	FALSE
PRKACA	9380	19	none	0	0	0	0	0	1	0	0	0	0	0	0	0.097940109	0.30985656	0.113955397	0.3059482	0.249004365	0.307679796	0.201548697	NA	0.307679796	0.3059482	0.194726577	0.227937479	0.139782923	NA	0.227937479	NA	NA	FALSE
C1RL	21265	12	none	0	0	0	0	0	1	0	0	0	0	0	0	0.108411435	0.391132656	0.005338118	0.2589462	0.210790392	0.30793248	0.219591939	NA	0.30793248	0.2589462	0.164842458	0.228614229	0.156043717	NA	0.228614229	NA	NA	FALSE
LUC7L3	24309	17	none	0	1	0	0	0	1	0	0	0	0	0	0	0.019034425	0.866030479	0.411924353	1.083069668	0.847800726	0.307952327	1	NA	0.307952327	0.912203688	0.662997747	0.313807229	1	NA	0.313807229	NA	NA	FALSE
VMP1	29559	17	none	0	0	0	0	0	1	0	0	0	0	0	2	0.113842741	0.43356013	0.077199987	0.3008524	0.214638904	0.307990922	0.223005508	NA	0.307990922	0.2988524	0.167852073	0.247977239	0.170730005	NA	0.247977239	NA	NA	FALSE
IL21R	6006	16	none	0	0	0	0	0	1	0	0	0	0	0	0	0.125018321	0.519073941	0.121833739	0.2322417	0.197968364	0.308563728	0.213479035	NA	0.308563728	0.2322417	0.154815366	0.230995008	0.152634748	NA	0.230995008	NA	NA	FALSE
CCNE1	1589	19	none	0	0	0	0	0	1	0	0	0	0	0	0	0.116204128	0.451899199	0.036263579	0.28032	0.209814871	0.308623476	0.205628389	NA	0.308623476	0.28032	0.16407958	0.239931588	0.153968407	NA	0.239931588	NA	NA	FALSE
VWA5B2	25144	3	none	0	0	0	0	0	5	0	0	0	0	0	0	0.287950519	0.981380645	NA	0.905268731	0.728378924	0.30864003	0.127927727	0.751527248	0.30864003	0.723685904	0.569607421	0.305947881	0.141506393	0.453200547	0.24028717	NA	NA	FALSE
CCDC51	25714	3	none	0	0	0	0	0	1	0	0	0	0	0	0	0.120370479	0.483953729	0.006194708	0.2997458	0.227957853	0.308656016	0.197152347	NA	0.308656016	0.2997458	0.178267768	0.2399256	0.148019105	NA	0.2399256	NA	NA	FALSE
GDAP1	15968	8	none	0	0	0	0	0	1	0	0	0	0	0	0	0.102651231	0.346181252	0.007217188	0.2993068	0.212931685	0.308707257	0.217692563	NA	0.308707257	0.2993068	0.166516993	0.242623009	0.166807789	NA	0.242623009	NA	NA	FALSE
SNAI3	18411	16	none	0	0	0	0	0	2	0	0	0	0	0	0	0.066413984	0.233225281	0.003529722	0.218498306	0.166532684	0.308731612	0.260862287	0.355015645	0.308731612	0.218498306	0.130232012	0.241937473	0.202684791	0.355760644	0.241937473	NA	NA	FALSE
GABRG1	4086	4	none	0	0	0	0	0	1	0	0	0	0	0	1	0.116791601	0.456445009	0.02198086	0.2938024	0.215575948	0.308783043	0.221458298	NA	0.308783043	0.001	0.168584861	1	1	NA	1	NA	NA	FALSE
CAMKK2	1470	12	none	0	0	0	0	0	3	0	0	0	0	0	0	0.166363777	0.776874712	0.02278405	0.537806541	0.414091542	0.308811506	0.190020191	0.77971422	0.308811506	0.271224241	0.323828173	1	0.417635213	0.825394175	0.711847915	NA	NA	FALSE
CACNA1S	1397	1	none	0	1	0	0	0	3	0	0	0	0	0	5	0.097652054	0.999377237	0.010410342	1.300488558	1.064296485	0.308915313	1	0.545143455	0.308915313	1.300488558	0.83230192	0.173713867	0.410863067	0.545801454	0.173713867	NA	NA	FALSE
CNOT8	9207	5	none	0	0	0	0	0	1	0	0	0	0	0	0	0.08648994	0.405023254	0.039122264	0.2441898	0.156177358	0.308998516	0.246043149	NA	0.308998516	0.2441898	0.122133933	0.249021944	0.196571969	NA	0.249021944	NA	NA	FALSE
ZZEF1	29027	17	none	0	0	0	0	0	5	0	0	0	0	0	2	0.573417695	0.999999633	0.048086409	1.068227793	1.762503815	1	1	0.090952909	0.309004631	0.099083997	1.37831453	1	1	NA	1	NA	NA	FALSE
DIP2A	17217	21	none	0	0	0	0	0	5	0	0	0	0	0	4	0.347493231	0.993543623	0.040225133	1.3003883	1.064580015	0.309237691	0.157278115	0.606149394	0.309237691	1.2993883	0.832523646	0.172360153	0.071088172	0.605383395	0.172360153	NA	NA	FALSE
FUBP3	4005	9	none	0	0	0	0	0	1	0	1	0	0	0	0	0.015964223	0.808241848	0.025182892	0.498460936	0.371763949	0.309427962	1	NA	0.309427962	0.498460936	0.290727117	0.224092102	1	NA	0.224092102	NA	NA	FALSE
GRM6	4598	5	none	0	0	0	0	0	3	0	0	0	0	0	0	0.200236509	0.807645199	0.003207511	0.8592636	0.684986191	0.30962802	0.185185998	0.847350153	0.30962802	0.2821352	0.535673405	1	1	NA	1	NA	NA	FALSE
AGTPBP1	17258	9	none	0	0	0	0	0	3	0	0	0	0	0	0	0.29839978	0.986702435	0.026600076	0.682460197	0.670691157	0.427706404	0.200680504	0.454788545	0.30975756	0.682460197	0.524494392	0.302176431	0.117465046	0.454735545	0.209904543	NA	NA	FALSE
PHF1	8919	6	none	0	1	0	0	0	0	0	0	0	0	0	0	0.011936173	0.691532746	0.35079463	0.912203688	0.684356153	0.309779394	1	NA	0.309779394	0.912203688	0.535180702	0.224253614	1	NA	0.224253614	NA	NA	FALSE
DNAH5	2950	5	none	0	0	0	0	0	12	0	0	0	0	0	3	0.736525409	1	NA	2.412770023	2.53225987	1	0.115680262	0.789119211	0.309801422	1.48847473	1.980279726	1	0.337374244	0.541985458	0.493531735	NA	NA	FALSE
RALY	15921	20	none	0	0	0	0	0	1	0	0	0	0	0	0	0.082033529	0.366196226	0.032563413	0.2928024	0.202379753	0.309826634	0.241807369	NA	0.309826634	0.2928024	0.158265163	0.24265673	0.185825881	NA	0.24265673	NA	NA	FALSE
ZNF726	32462	19	none	0	0	0	0	0	2	0	0	0	0	0	0	0.143779462	0.650109035	NA	0.196167993	0.209768557	1	0.310618508	0.293931706	0.309837593	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
MAGEA4	6802	X	none	0	0	0	0	0	1	0	0	0	0	0	0	0.049967216	0.113981394	0.029564161	0.098083997	0.053116915	0.309888417	0.274551752	NA	0.309888417	0.098083997	0.040457015	0.246103461	0.216878024	NA	0.246103461	NA	NA	FALSE
SETX	445	9	none	0	0	1	0	0	6	0	0	0	0	0	6	0.497296698	0.999968985	0.034267463	1.289139483	1.169045429	0.379716046	0.162503256	0.562113438	0.309944422	1.286139483	0.914217766	0.230914607	0.072453887	0.561433439	0.170931829	NA	NA	FALSE
DDX21	2744	10	none	0	0	0	0	0	1	0	1	0	0	0	0	0.024169185	0.850516496	0.073520898	0.541332325	0.41183116	0.309963131	1	NA	0.309963131	0.140955386	0.322060507	1	1	NA	1	NA	NA	FALSE
EIF3A	3271	10	none	0	1	0	0	0	4	0	0	1	0	0	0	0.018196132	0.999648503	0.460452928	2.395305692	1.938512473	0.309970031	0.318403802	0.836624163	0.309970031	1.982250092	1.515956949	0.286464446	0.369947883	0.770622229	0.286464446	NA	NA	FALSE
THEM6	29656	8	none	0	0	0	0	0	1	0	0	0	0	0	0	0.041727933	0.068660636	NA	0.2700627	0.180711311	0.310088476	0.282536487	NA	0.310088476	0.2700627	0.141319993	0.242919481	0.220606981	NA	0.242919481	NA	NA	FALSE
MYBPH	7552	1	none	0	0	0	0	0	1	0	0	1	0	0	1	0.008207706	0.521597171	0.001472205	0.313015197	0.263463968	0.310141213	1	NA	0.310141213	0.099083997	0.206034286	1	1	NA	1	NA	NA	FALSE
HDAC6	14064	X	discordant	0	0	0	0	0	2	0	0	0	0	0	0	0.211696292	0.850686263	0.370834381	0.594292565	0.603360035	1	0.279986525	0.326544673	0.310142641	0.167922965	0.459555034	1	1	NA	1	NA	NA	FALSE
IGF1	5464	12	discordant	0	0	0	0	0	1	0	0	0	0	0	0	0.044706002	0.08371642	0.061479483	0.112677232	0.111378869	0.310227629	0.271279259	NA	0.310227629	0.112677232	0.087100585	0.251084963	0.218247487	NA	0.251084963	NA	NA	FALSE
MTHFD1L	21055	6	none	0	1	0	0	0	1	0	0	0	0	0	1	0.036015442	0.95180049	0.021416314	0.746098275	0.588743678	0.310228004	1	NA	0.310228004	0.099083997	0.460409764	1	1	NA	1	NA	NA	FALSE
RD3L	40912	14	none	0	0	0	0	0	1	0	0	0	0	0	0	0.055365581	0.149464896	NA	0.098083997	0.083697687	0.310397543	0.254551636	NA	0.310397543	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
IP6K3	17269	6	none	0	0	0	0	0	1	0	0	0	0	0	1	0.097091777	0.303386551	0.003759851	0.3015777	0.21976365	0.310417579	0.240910705	NA	0.310417579	0.3005777	0.171859732	0.242334278	0.182643832	NA	0.242334278	NA	NA	FALSE
MAGEA10	6797	X	none	0	0	0	0	0	1	0	0	0	0	0	0	0.051983779	0.126743225	0.060981256	0.098083997	0.055291499	0.310530818	0.278547355	NA	0.310530818	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
DXO	2992	6	none	0	0	0	0	0	1	0	0	0	0	0	1	0.103795872	0.35508317	0.005419109	0.2993823	0.234130758	0.310574404	0.225403447	NA	0.310574404	0.2993823	0.183095107	0.236423507	0.165734353	NA	0.236423507	NA	NA	FALSE
TTYH1	13476	19	none	0	0	0	0	0	2	0	0	0	0	0	2	0.137985916	0.611826093	0.324522814	0.746763119	0.561341899	0.310800997	0.155236849	0.874718125	0.310800997	0.746763119	0.438981005	0.229492027	0.098731921	0.874986125	0.229492027	NA	NA	FALSE
RPRD1A	25560	18	none	0	0	0	0	0	1	0	0	0	0	0	0	0.089053166	0.42724265	0.034712519	0.3059482	0.27122848	0.310831689	0.232646679	NA	0.310831689	0.3059482	0.212106296	0.245975451	0.180733664	NA	0.245975451	NA	NA	FALSE
CDCA7	14628	2	none	0	0	0	0	0	0	0	1	0	0	0	0	0.008850489	0.556173052	0.028315209	0.400376939	0.305979402	0.310878315	1	NA	0.310878315	0.400376939	0.239282237	0.233210246	1	NA	0.233210246	NA	NA	FALSE
