Gene ID,Gene Symbol,Gene Name,Case PTV,Ctrl PTV,Case mis3,Ctrl mis3,Case mis2,Ctrl mis2,P ca/co (Class 1),P ca/co (Class 2),P ca/co (comb),De novo PTV,De novo mis3,De novo mis2,P de novo,P meta,Q meta,OR (PTV),OR (Class I),OR (Class II)
ENSG00000204532,ZSCAN5C,Zinc finger and SCAN domain containing 5C,8,29,0,0,0,0,0.698,NA,0.698,NA,NA,NA,NA,0.698,1,1.11 (0.437-2.48),1.11 (0.437-2.48),NA
ENSG00000185344,ATP6V0A2,"ATPase, H+ transporting, lysosomal V0 subunit a2",8,42,0,0,0,0,0.698,NA,0.698,NA,NA,NA,NA,0.698,1,0.764 (0.31-1.65),0.764 (0.31-1.65),NA
ENSG00000124664,SPDEF,SAM pointed domain containing ETS transcription factor,1,2,0,0,0,0,0.698,NA,0.698,NA,NA,NA,NA,0.698,1,2.01 (0.034-38.5),2.01 (0.034-38.5),NA
ENSG00000197837,HIST4H4,"Histone cluster 4, H4",3,10,0,0,0,0,0.698,NA,0.698,NA,NA,NA,NA,0.698,1,1.2 (0.213-4.68),1.2 (0.213-4.68),NA
ENSG00000186766,FOXI2,Forkhead box I2,1,2,0,0,0,1,0.698,1,0.698,NA,NA,NA,NA,0.698,1,2.01 (0.034-38.5),2.01 (0.034-38.5),0 (0-156)
ENSG00000196405,EVL,Enah/Vasp-like,2,5,0,0,0,0,0.698,NA,0.698,NA,NA,NA,NA,0.698,1,1.61 (0.153-9.81),1.61 (0.153-9.81),NA
ENSG00000196544,C17orf59,Chromosome 17 open reading frame 59,1,2,0,0,0,0,0.698,NA,0.698,NA,NA,NA,NA,0.698,1,2.01 (0.034-38.5),2.01 (0.034-38.5),NA
ENSG00000115183,TANC1,"Tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1",11,46,0,0,0,12,0.935,0.207,0.698,NA,NA,NA,NA,0.698,1,0.96 (0.448-1.88),0.96 (0.448-1.88),0 (0-1.44)
ENSG00000100314,CABP7,Calcium binding protein 7,1,9,0,0,0,0,0.698,NA,0.698,NA,NA,NA,NA,0.698,1,0.446 (0.0102-3.22),0.446 (0.0102-3.22),NA
ENSG00000103035,PSMD7,"Proteasome (prosome, macropain) 26S subunit, non-ATPase, 7",2,8,0,0,0,0,0.699,NA,0.699,NA,NA,NA,NA,0.699,1,1 (0.104-5.03),1 (0.104-5.03),NA
ENSG00000169567,HINT1,Histidine triad nucleotide binding protein 1,1,9,0,0,0,0,0.699,NA,0.699,NA,NA,NA,NA,0.699,1,0.446 (0.0102-3.22),0.446 (0.0102-3.22),NA
ENSG00000140506,LMAN1L,"Lectin, mannose-binding, 1 like",10,40,0,1,2,7,0.699,0.71,0.699,NA,NA,NA,NA,0.699,1,1 (0.447-2.04),0.979 (0.437-1.99),1.15 (0.116-6.02)
ENSG00000100075,SLC25A1,"Solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1",4,17,1,0,0,0,0.699,NA,0.699,NA,NA,NA,NA,0.699,1,0.944 (0.231-2.9),1.18 (0.34-3.33),NA
ENSG00000143622,RIT1,Ras-like without CAAX 1,2,11,0,0,2,5,0.699,0.645,0.699,NA,NA,NA,NA,0.699,1,0.73 (0.0786-3.34),0.73 (0.0786-3.34),2.41 (0.374-12.4)
ENSG00000060971,ACAA1,Acetyl-CoA acyltransferase 1,8,27,0,0,0,0,0.699,NA,0.699,NA,NA,NA,NA,0.699,1,1.19 (0.467-2.69),1.19 (0.467-2.69),NA
ENSG00000123815,ADCK4,AarF domain containing kinase 4,9,32,0,0,0,0,0.699,NA,0.699,NA,NA,NA,NA,0.699,1,1.13 (0.474-2.42),1.13 (0.474-2.42),NA
ENSG00000144736,SHQ1,"SHQ1, H/ACA ribonucleoprotein assembly factor",13,43,0,0,0,0,0.699,NA,0.699,NA,NA,NA,NA,0.699,1,1.21 (0.599-2.3),1.21 (0.599-2.3),NA
ENSG00000124233,SEMG1,Semenogelin I,7,36,0,0,0,0,0.699,NA,0.699,NA,NA,NA,NA,0.699,1,0.78 (0.293-1.78),0.78 (0.293-1.78),NA
ENSG00000167004,PDIA3,"Protein disulfide isomerase family A, member 3",2,10,0,0,0,0,0.699,NA,0.699,NA,NA,NA,NA,0.699,1,0.803 (0.0855-3.77),0.803 (0.0855-3.77),NA
ENSG00000157350,ST3GAL2,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2",0,4,0,0,8,17,1,0.113,0.699,NA,NA,NA,NA,0.699,1,0 (0-6.08),0 (0-6.08),1.89 (0.706-4.62)
ENSG00000186141,POLR3C,Polymerase (RNA) III (DNA directed) polypeptide C (62kD),7,37,0,0,0,0,0.699,NA,0.699,NA,NA,NA,NA,0.699,1,0.759 (0.286-1.73),0.759 (0.286-1.73),NA
ENSG00000180210,F2,Coagulation factor II (thrombin),5,16,0,0,0,3,0.699,1,0.699,NA,NA,NA,NA,0.699,1,1.25 (0.359-3.58),1.25 (0.359-3.58),0 (0-9.71)
ENSG00000153246,PLA2R1,"Phospholipase A2 receptor 1, 180kDa",25,106,0,0,0,0,0.699,NA,0.699,NA,NA,NA,NA,0.699,1,0.947 (0.586-1.48),0.947 (0.586-1.48),NA
ENSG00000178922,HYI,Hydroxypyruvate isomerase (putative),7,35,0,0,0,0,0.699,NA,0.699,NA,NA,NA,NA,0.699,1,0.803 (0.301-1.83),0.803 (0.301-1.83),NA
ENSG00000186306,OR10T2,"Olfactory receptor, family 10, subfamily T, member 2",4,10,0,0,0,0,0.699,NA,0.699,NA,NA,NA,NA,0.699,1,1.61 (0.368-5.57),1.61 (0.368-5.57),NA
ENSG00000001461,NIPAL3,NIPA-like domain containing 3,3,20,0,0,0,0,0.699,NA,0.699,NA,NA,NA,NA,0.699,1,0.602 (0.115-2.03),0.602 (0.115-2.03),NA
ENSG00000167100,SAMD14,Sterile alpha motif domain containing 14,2,11,0,0,4,8,0.699,0.369,0.699,NA,NA,NA,NA,0.699,1,0.73 (0.0786-3.34),0.73 (0.0786-3.34),2.01 (0.442-7.49)
ENSG00000168418,KCNG4,"Potassium voltage-gated channel, subfamily G, member 4",9,33,0,0,0,0,0.699,NA,0.699,NA,NA,NA,NA,0.699,1,1.09 (0.461-2.34),1.09 (0.461-2.34),NA
ENSG00000111046,MYF6,Myogenic factor 6 (herculin),6,20,0,0,0,0,0.699,NA,0.699,NA,NA,NA,NA,0.699,1,1.2 (0.396-3.11),1.2 (0.396-3.11),NA
ENSG00000187068,C3orf70,Chromosome 3 open reading frame 70,3,11,0,0,0,0,0.7,NA,0.7,NA,NA,NA,NA,0.7,1,1.09 (0.196-4.14),1.09 (0.196-4.14),NA
ENSG00000143061,IGSF3,"Immunoglobulin superfamily, member 3",4,15,0,0,1,2,0.841,0.433,0.7,NA,NA,NA,NA,0.7,1,1.07 (0.259-3.36),1.07 (0.259-3.36),2.01 (0.034-38.5)
ENSG00000182591,KRTAP11-1,Keratin associated protein 11-1,1,10,0,0,0,0,0.7,NA,0.7,NA,NA,NA,NA,0.7,1,0.401 (0.00925-2.82),0.401 (0.00925-2.82),NA
ENSG00000166946,CCNDBP1,Cyclin D-type binding-protein 1,5,14,0,0,0,0,0.7,NA,0.7,NA,NA,NA,NA,0.7,1,1.43 (0.404-4.21),1.43 (0.404-4.21),NA
ENSG00000204140,CLPSL1,Colipase-like 1,1,7,0,0,0,0,0.7,NA,0.7,NA,NA,NA,NA,0.7,1,0.573 (0.0127-4.46),0.573 (0.0127-4.46),NA
ENSG00000197372,ZNF675,Zinc finger protein 675,9,32,0,0,0,0,0.7,NA,0.7,NA,NA,NA,NA,0.7,1,1.13 (0.474-2.42),1.13 (0.474-2.42),NA
ENSG00000180263,FGD6,"FYVE, RhoGEF and PH domain containing 6",11,36,0,0,0,0,0.7,NA,0.7,NA,NA,NA,NA,0.7,1,1.23 (0.563-2.46),1.23 (0.563-2.46),NA
ENSG00000119402,FBXW2,F-box and WD repeat domain containing 2,2,7,0,0,0,2,0.7,1,0.7,NA,NA,NA,NA,0.7,1,1.15 (0.116-6.02),1.15 (0.116-6.02),0 (0-21.4)
ENSG00000254206,NPIPB11,"Nuclear pore complex interacting protein family, member B11",2,6,0,0,0,0,0.7,NA,0.7,NA,NA,NA,NA,0.7,1,1.34 (0.132-7.48),1.34 (0.132-7.48),NA
ENSG00000117479,SLC19A2,"Solute carrier family 19 (thiamine transporter), member 2",4,24,0,0,0,0,0.7,NA,0.7,NA,NA,NA,NA,0.7,1,0.669 (0.169-1.95),0.669 (0.169-1.95),NA
ENSG00000189184,PCDH18,Protocadherin 18,6,20,0,0,0,0,0.7,NA,0.7,NA,NA,NA,NA,0.7,1,1.2 (0.396-3.11),1.2 (0.396-3.11),NA
ENSG00000172403,SYNPO2,Synaptopodin 2,7,34,0,0,0,0,0.7,NA,0.7,NA,NA,NA,NA,0.7,1,0.826 (0.309-1.89),0.826 (0.309-1.89),NA
ENSG00000122877,EGR2,Early growth response 2,0,4,0,0,2,28,1,0.115,0.7,NA,NA,NA,NA,0.7,1,0 (0-6.08),0 (0-6.08),0.287 (0.0331-1.14)
ENSG00000131737,KRT34,Keratin 34,8,27,0,0,0,0,0.7,NA,0.7,NA,NA,NA,NA,0.7,1,1.19 (0.467-2.69),1.19 (0.467-2.69),NA
ENSG00000100151,PICK1,Protein interacting with PRKCA 1,1,9,0,0,3,21,0.841,0.435,0.7,NA,NA,NA,NA,0.7,1,0.446 (0.0102-3.22),0.446 (0.0102-3.22),0.573 (0.109-1.92)
ENSG00000173253,DMRT2,Doublesex and mab-3 related transcription factor 2,3,11,0,0,0,0,0.701,NA,0.701,NA,NA,NA,NA,0.701,1,1.09 (0.196-4.14),1.09 (0.196-4.14),NA
ENSG00000129455,KLK8,Kallikrein-related peptidase 8,5,15,0,0,0,0,0.701,NA,0.701,NA,NA,NA,NA,0.701,1,1.34 (0.38-3.87),1.34 (0.38-3.87),NA
ENSG00000167600,CYP2S1,"Cytochrome P450, family 2, subfamily S, polypeptide 1",1,10,0,0,0,0,0.701,NA,0.701,NA,NA,NA,NA,0.701,1,0.401 (0.00925-2.82),0.401 (0.00925-2.82),NA
ENSG00000177946,CENPBD1,CENPB DNA-binding domains containing 1,3,10,0,0,0,0,0.701,NA,0.701,NA,NA,NA,NA,0.701,1,1.2 (0.213-4.68),1.2 (0.213-4.68),NA
ENSG00000182111,ZNF716,Zinc finger protein 716,7,38,0,0,0,0,0.701,NA,0.701,NA,NA,NA,NA,0.701,1,0.739 (0.279-1.68),0.739 (0.279-1.68),NA
ENSG00000159214,CCDC24,Coiled-coil domain containing 24,6,31,0,0,0,0,0.701,NA,0.701,NA,NA,NA,NA,0.701,1,0.777 (0.265-1.89),0.777 (0.265-1.89),NA
ENSG00000119715,ESRRB,Estrogen-related receptor beta,3,8,0,0,0,0,0.701,NA,0.701,NA,NA,NA,NA,0.701,1,1.51 (0.257-6.27),1.51 (0.257-6.27),NA
ENSG00000159197,KCNE2,"Potassium voltage-gated channel, Isk-related family, member 2",3,11,0,0,0,0,0.701,NA,0.701,NA,NA,NA,NA,0.701,1,1.09 (0.196-4.14),1.09 (0.196-4.14),NA
ENSG00000104129,DNAJC17,"DnaJ (Hsp40) homolog, subfamily C, member 17",5,16,0,0,0,0,0.701,NA,0.701,NA,NA,NA,NA,0.701,1,1.25 (0.359-3.58),1.25 (0.359-3.58),NA
ENSG00000196420,S100A5,S100 calcium binding protein A5,1,9,0,0,0,0,0.701,NA,0.701,NA,NA,NA,NA,0.701,1,0.446 (0.0102-3.22),0.446 (0.0102-3.22),NA
ENSG00000188305,C19orf35,Chromosome 19 open reading frame 35,2,2,0,0,1,0,0.798,0.579,0.701,NA,NA,NA,NA,0.701,1,4.01 (0.291-55.3),4.01 (0.291-55.3),Inf (0.103-Inf)
ENSG00000122585,NPY,Neuropeptide Y,2,8,0,0,0,1,0.701,1,0.701,NA,NA,NA,NA,0.701,1,1 (0.104-5.03),1 (0.104-5.03),0 (0-156)
ENSG00000203705,TATDN3,TatD DNase domain containing 3,1,10,0,0,0,0,0.701,NA,0.701,NA,NA,NA,NA,0.701,1,0.401 (0.00925-2.82),0.401 (0.00925-2.82),NA
ENSG00000215910,C1orf167,Chromosome 1 open reading frame 167,10,8,0,0,0,0,0.701,NA,0.701,NA,NA,NA,NA,0.701,1,5.02 (1.78-14.6),5.02 (1.78-14.6),NA
ENSG00000166920,C15orf48,Chromosome 15 open reading frame 48,1,10,0,0,0,0,0.701,NA,0.701,NA,NA,NA,NA,0.701,1,0.401 (0.00925-2.82),0.401 (0.00925-2.82),NA
ENSG00000104154,SLC30A4,"Solute carrier family 30 (zinc transporter), member 4",3,11,0,0,0,0,0.701,NA,0.701,NA,NA,NA,NA,0.701,1,1.09 (0.196-4.14),1.09 (0.196-4.14),NA
ENSG00000129566,TEP1,Telomerase-associated protein 1,33,149,0,0,0,0,0.701,NA,0.701,NA,NA,NA,NA,0.701,1,0.889 (0.59-1.3),0.889 (0.59-1.3),NA
ENSG00000259642,C15orf37,Chromosome 15 open reading frame 37,1,10,0,0,0,0,0.701,NA,0.701,NA,NA,NA,NA,0.701,1,0.401 (0.00925-2.82),0.401 (0.00925-2.82),NA
ENSG00000254402,LRRC24,Leucine rich repeat containing 24,3,9,0,0,0,0,0.701,NA,0.701,NA,NA,NA,NA,0.701,1,1.34 (0.233-5.36),1.34 (0.233-5.36),NA
ENSG00000254585,MAGEL2,MAGE-like 2,0,6,0,0,0,0,0.701,NA,0.701,NA,NA,NA,NA,0.701,1,0.669 (0.0145-5.51),0.669 (0.0145-5.51),NA
ENSG00000075340,ADD2,Adducin 2 (beta),2,4,0,0,0,0,0.701,NA,0.701,NA,NA,NA,NA,0.701,1,2.01 (0.182-14),2.01 (0.182-14),NA
ENSG00000151092,NGLY1,N-glycanase 1,9,31,0,0,0,0,0.701,NA,0.701,NA,NA,NA,NA,0.701,1,1.17 (0.488-2.51),1.17 (0.488-2.51),NA
ENSG00000100865,CINP,Cyclin-dependent kinase 2 interacting protein,2,4,0,0,0,0,0.701,NA,0.701,NA,NA,NA,NA,0.701,1,2.01 (0.182-14),2.01 (0.182-14),NA
ENSG00000105619,TFPT,TCF3 (E2A) fusion partner (in childhood Leukemia),3,19,0,0,7,12,0.701,0.0581,0.701,NA,NA,NA,NA,0.701,1,0.634 (0.12-2.15),0.634 (0.12-2.15),2.34 (0.781-6.45)
ENSG00000188037,CLCN1,"Chloride channel, voltage-sensitive 1",12,61,0,0,0,0,0.702,NA,0.702,NA,NA,NA,NA,0.702,1,0.855 (0.431-1.57),0.855 (0.431-1.57),NA
ENSG00000160446,ZDHHC12,"Zinc finger, DHHC-type containing 12",1,10,0,0,0,0,0.702,NA,0.702,NA,NA,NA,NA,0.702,1,0.401 (0.00925-2.82),0.401 (0.00925-2.82),NA
ENSG00000243660,ZNF487,Zinc finger protein 487,1,8,0,0,0,0,0.702,NA,0.702,NA,NA,NA,NA,0.702,1,0.502 (0.0113-3.74),0.502 (0.0113-3.74),NA
ENSG00000154274,C4orf19,Chromosome 4 open reading frame 19,5,16,0,0,0,0,0.702,NA,0.702,NA,NA,NA,NA,0.702,1,1.25 (0.359-3.58),1.25 (0.359-3.58),NA
ENSG00000186912,P2RY4,"Pyrimidinergic receptor P2Y, G-protein coupled, 4",1,9,0,0,0,0,0.702,NA,0.702,NA,NA,NA,NA,0.702,1,0.446 (0.0102-3.22),0.446 (0.0102-3.22),NA
ENSG00000127530,OR7C1,"Olfactory receptor, family 7, subfamily C, member 1",3,9,0,0,0,0,0.702,NA,0.702,NA,NA,NA,NA,0.702,1,1.34 (0.233-5.36),1.34 (0.233-5.36),NA
ENSG00000139624,CERS5,Ceramide synthase 5,2,15,0,0,0,0,0.702,NA,0.702,NA,NA,NA,NA,0.702,1,0.535 (0.0594-2.3),0.535 (0.0594-2.3),NA
ENSG00000138279,ANXA7,Annexin A7,7,32,0,0,0,0,0.702,NA,0.702,NA,NA,NA,NA,0.702,1,0.878 (0.327-2.03),0.878 (0.327-2.03),NA
ENSG00000149639,SOGA1,"Suppressor of glucose, autophagy associated 1",2,13,0,0,4,22,0.742,0.797,0.702,NA,NA,NA,NA,0.702,1,0.617 (0.0676-2.73),0.617 (0.0676-2.73),0.73 (0.183-2.15)
ENSG00000149311,ATM,Ataxia telangiectasia mutated,55,209,0,0,0,0,0.702,NA,0.702,NA,NA,NA,NA,0.702,1,1.06 (0.77-1.43),1.06 (0.77-1.43),NA
ENSG00000158079,PTPDC1,Protein tyrosine phosphatase domain containing 1,9,46,0,0,0,0,0.702,NA,0.702,NA,NA,NA,NA,0.702,1,0.785 (0.338-1.62),0.785 (0.338-1.62),NA
ENSG00000167081,PBX3,Pre-B-cell leukemia homeobox 3,0,5,1,0,3,11,0.702,0.78,0.702,NA,NA,NA,NA,0.702,1,0 (0-4.38),0.803 (0.017-7.17),1.09 (0.196-4.14)
ENSG00000154144,TBRG1,Transforming growth factor beta regulator 1,3,10,0,0,0,0,0.702,NA,0.702,NA,NA,NA,NA,0.702,1,1.2 (0.213-4.68),1.2 (0.213-4.68),NA
ENSG00000150867,PIP4K2A,"Phosphatidylinositol-5-phosphate 4-kinase, type II, alpha",1,9,0,0,0,0,0.702,NA,0.702,NA,NA,NA,NA,0.702,1,0.446 (0.0102-3.22),0.446 (0.0102-3.22),NA
ENSG00000143226,FCGR2A,"Fc fragment of IgG, low affinity IIa, receptor (CD32)",3,13,2,7,3,8,0.755,0.744,0.703,NA,NA,NA,NA,0.703,1,0.926 (0.169-3.37),1 (0.294-2.76),1.51 (0.257-6.27)
ENSG00000140022,STON2,Stonin 2,7,23,0,0,0,0,0.703,NA,0.703,NA,NA,NA,NA,0.703,1,1.22 (0.443-2.94),1.22 (0.443-2.94),NA
ENSG00000115267,IFIH1,Interferon induced with helicase C domain 1,17,69,0,0,0,0,0.703,NA,0.703,NA,NA,NA,NA,0.703,1,0.989 (0.545-1.7),0.989 (0.545-1.7),NA
ENSG00000154764,WNT7A,"Wingless-type MMTV integration site family, member 7A",1,9,0,0,1,4,0.703,1,0.703,NA,NA,NA,NA,0.703,1,0.446 (0.0102-3.22),0.446 (0.0102-3.22),1 (0.0204-10.1)
ENSG00000162267,ITIH3,Inter-alpha-trypsin inhibitor heavy chain 3,10,37,0,0,0,0,0.703,NA,0.703,NA,NA,NA,NA,0.703,1,1.08 (0.481-2.23),1.08 (0.481-2.23),NA
ENSG00000256870,SLC5A8,"Solute carrier family 5 (sodium/monocarboxylate cotransporter), member 8",8,37,0,0,0,0,0.703,NA,0.703,NA,NA,NA,NA,0.703,1,0.868 (0.349-1.89),0.868 (0.349-1.89),NA
ENSG00000066583,ISOC1,Isochorismatase domain containing 1,6,19,0,0,0,0,0.703,NA,0.703,NA,NA,NA,NA,0.703,1,1.27 (0.414-3.3),1.27 (0.414-3.3),NA
ENSG00000089169,RPH3A,Rabphilin 3A homolog (mouse),3,9,0,0,0,0,0.703,NA,0.703,NA,NA,NA,NA,0.703,1,1.34 (0.233-5.36),1.34 (0.233-5.36),NA
ENSG00000131351,HAUS8,"HAUS augmin-like complex, subunit 8",3,20,0,0,0,0,0.703,NA,0.703,NA,NA,NA,NA,0.703,1,0.602 (0.115-2.03),0.602 (0.115-2.03),NA
ENSG00000259207,ITGB3,"Integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)",8,39,0,0,0,0,0.703,NA,0.703,NA,NA,NA,NA,0.703,1,0.823 (0.332-1.79),0.823 (0.332-1.79),NA
ENSG00000128313,APOL5,"Apolipoprotein L, 5",7,28,0,0,0,0,0.703,NA,0.703,NA,NA,NA,NA,0.703,1,1 (0.37-2.35),1 (0.37-2.35),NA
ENSG00000138411,HECW2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",4,15,0,0,11,38,0.771,0.687,0.703,NA,NA,NA,NA,0.703,1,1.07 (0.259-3.36),1.07 (0.259-3.36),1.16 (0.536-2.32)
ENSG00000244624,KRTAP20-1,Keratin associated protein 20-1,2,4,0,0,0,0,0.703,NA,0.703,NA,NA,NA,NA,0.703,1,2.01 (0.182-14),2.01 (0.182-14),NA
ENSG00000102531,FNDC3A,Fibronectin type III domain containing 3A,1,9,0,0,0,0,0.703,NA,0.703,NA,NA,NA,NA,0.703,1,0.446 (0.0102-3.22),0.446 (0.0102-3.22),NA
ENSG00000138029,HADHB,"Hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit",9,32,0,0,0,0,0.703,NA,0.703,NA,NA,NA,NA,0.703,1,1.13 (0.474-2.42),1.13 (0.474-2.42),NA
ENSG00000165283,STOML2,Stomatin (EPB72)-like 2,2,11,0,0,6,11,1,0.119,0.704,NA,NA,NA,NA,0.704,1,0.73 (0.0786-3.34),0.73 (0.0786-3.34),2.19 (0.665-6.46)
ENSG00000120215,MLANA,Melan-A,2,5,0,0,0,0,0.704,NA,0.704,NA,NA,NA,NA,0.704,1,1.61 (0.153-9.81),1.61 (0.153-9.81),NA
ENSG00000100170,SLC5A1,"Solute carrier family 5 (sodium/glucose cotransporter), member 1",9,31,0,0,0,0,0.704,NA,0.704,NA,NA,NA,NA,0.704,1,1.17 (0.488-2.51),1.17 (0.488-2.51),NA
ENSG00000186439,TRDN,Triadin,7,30,0,0,0,0,0.704,NA,0.704,NA,NA,NA,NA,0.704,1,0.936 (0.347-2.18),0.936 (0.347-2.18),NA
ENSG00000173660,UQCRH,Ubiquinol-cytochrome c reductase hinge protein,3,9,0,0,0,0,0.704,NA,0.704,NA,NA,NA,NA,0.704,1,1.34 (0.233-5.36),1.34 (0.233-5.36),NA
ENSG00000188373,C10orf99,Chromosome 10 open reading frame 99,3,8,0,0,0,0,0.704,NA,0.704,NA,NA,NA,NA,0.704,1,1.51 (0.257-6.27),1.51 (0.257-6.27),NA
ENSG00000198919,DZIP3,DAZ interacting zinc finger protein 3,17,57,0,0,0,0,0.704,NA,0.704,NA,NA,NA,NA,0.704,1,1.2 (0.653-2.09),1.2 (0.653-2.09),NA
ENSG00000132361,CLUH,Clustered mitochondria (cluA/CLU1) homolog,6,18,0,0,0,0,0.704,NA,0.704,NA,NA,NA,NA,0.704,1,1.34 (0.435-3.52),1.34 (0.435-3.52),NA
ENSG00000116678,LEPR,Leptin receptor,7,37,0,0,0,0,0.704,NA,0.704,NA,NA,NA,NA,0.704,1,0.759 (0.286-1.73),0.759 (0.286-1.73),NA
ENSG00000168005,C11orf84,Chromosome 11 open reading frame 84,3,10,0,0,0,0,0.704,NA,0.704,NA,NA,NA,NA,0.704,1,1.2 (0.213-4.68),1.2 (0.213-4.68),NA
ENSG00000103121,CMC2,C-x(9)-C motif containing 2,3,10,0,0,0,0,0.704,NA,0.704,NA,NA,NA,NA,0.704,1,1.2 (0.213-4.68),1.2 (0.213-4.68),NA
ENSG00000184470,TXNRD2,Thioredoxin reductase 2,4,24,0,0,0,0,0.704,NA,0.704,NA,NA,NA,NA,0.704,1,0.669 (0.169-1.95),0.669 (0.169-1.95),NA
ENSG00000090060,PAPOLA,Poly(A) polymerase alpha,0,5,0,1,7,17,0.704,0.293,0.704,NA,NA,NA,NA,0.704,1,0 (0-4.38),0 (0-3.41),1.65 (0.579-4.19)
ENSG00000175931,UBE2O,Ubiquitin-conjugating enzyme E2O,2,6,0,0,0,3,0.704,1,0.704,NA,NA,NA,NA,0.704,1,1.34 (0.132-7.48),1.34 (0.132-7.48),0 (0-9.71)
ENSG00000157111,TMEM171,Transmembrane protein 171,6,20,0,0,0,0,0.704,NA,0.704,NA,NA,NA,NA,0.704,1,1.2 (0.396-3.11),1.2 (0.396-3.11),NA
ENSG00000203857,HSD3B1,"Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1",7,25,0,0,0,0,0.704,NA,0.704,NA,NA,NA,NA,0.704,1,1.12 (0.41-2.67),1.12 (0.41-2.67),NA
ENSG00000204851,PNMAL2,Paraneoplastic Ma antigen family-like 2,3,11,0,0,0,0,0.704,NA,0.704,NA,NA,NA,NA,0.704,1,1.09 (0.196-4.14),1.09 (0.196-4.14),NA
ENSG00000204279,PAGE3,"P antigen family, member 3 (prostate associated)",2,4,0,0,0,0,0.704,NA,0.704,NA,NA,NA,NA,0.704,1,2.01 (0.182-14),2.01 (0.182-14),NA
ENSG00000130487,KLHDC7B,Kelch domain containing 7B,3,9,0,0,0,0,0.705,NA,0.705,NA,NA,NA,NA,0.705,1,1.34 (0.233-5.36),1.34 (0.233-5.36),NA
ENSG00000164300,SERINC5,Serine incorporator 5,5,16,0,0,0,0,0.705,NA,0.705,NA,NA,NA,NA,0.705,1,1.25 (0.359-3.58),1.25 (0.359-3.58),NA
ENSG00000204052,LRRC73,Leucine rich repeat containing 73,1,10,0,0,3,10,0.705,0.72,0.705,NA,NA,NA,NA,0.705,1,0.401 (0.00925-2.82),0.401 (0.00925-2.82),1.2 (0.213-4.68)
ENSG00000055955,ITIH4,"Inter-alpha-trypsin inhibitor heavy chain family, member 4",13,39,0,0,0,0,0.705,NA,0.705,NA,NA,NA,NA,0.705,1,1.34 (0.655-2.56),1.34 (0.655-2.56),NA
ENSG00000090238,YPEL3,Yippee-like 3 (Drosophila),0,5,1,5,2,8,0.705,1,0.705,NA,NA,NA,NA,0.705,1,0 (0-4.38),0.401 (0.00925-2.82),1 (0.104-5.03)
ENSG00000205808,PPAPDC2,Phosphatidic acid phosphatase type 2 domain containing 2,1,9,0,0,0,0,0.705,NA,0.705,NA,NA,NA,NA,0.705,1,0.446 (0.0102-3.22),0.446 (0.0102-3.22),NA
ENSG00000041515,MYO16,Myosin XVI,8,30,0,0,0,0,0.705,NA,0.705,NA,NA,NA,NA,0.705,1,1.07 (0.424-2.39),1.07 (0.424-2.39),NA
ENSG00000119943,PYROXD2,Pyridine nucleotide-disulphide oxidoreductase domain 2,12,41,0,0,0,0,0.705,NA,0.705,NA,NA,NA,NA,0.705,1,1.17 (0.562-2.28),1.17 (0.562-2.28),NA
ENSG00000224051,GLTPD1,Glycolipid transfer protein domain containing 1,3,9,0,0,0,0,0.705,NA,0.705,NA,NA,NA,NA,0.705,1,1.34 (0.233-5.36),1.34 (0.233-5.36),NA
ENSG00000175318,GRAMD2,GRAM domain containing 2,6,26,0,0,0,0,0.705,NA,0.705,NA,NA,NA,NA,0.705,1,0.926 (0.312-2.3),0.926 (0.312-2.3),NA
ENSG00000173548,SNX33,Sorting nexin 33,3,11,0,0,0,0,0.705,NA,0.705,NA,NA,NA,NA,0.705,1,1.09 (0.196-4.14),1.09 (0.196-4.14),NA
ENSG00000115946,PNO1,Partner of NOB1 homolog (S. cerevisiae),1,7,0,0,0,0,0.705,NA,0.705,NA,NA,NA,NA,0.705,1,0.573 (0.0127-4.46),0.573 (0.0127-4.46),NA
ENSG00000122986,HVCN1,Hydrogen voltage-gated channel 1,3,9,0,0,0,1,0.705,1,0.705,NA,NA,NA,NA,0.705,1,1.34 (0.233-5.36),1.34 (0.233-5.36),0 (0-156)
ENSG00000167359,OR51I1,"Olfactory receptor, family 51, subfamily I, member 1",3,9,0,0,0,0,0.705,NA,0.705,NA,NA,NA,NA,0.705,1,1.34 (0.233-5.36),1.34 (0.233-5.36),NA
ENSG00000106348,IMPDH1,IMP (inosine 5'-monophosphate) dehydrogenase 1,6,19,0,0,0,0,0.705,NA,0.705,NA,NA,NA,NA,0.705,1,1.27 (0.414-3.3),1.27 (0.414-3.3),NA
ENSG00000167535,CACNB3,"Calcium channel, voltage-dependent, beta 3 subunit",5,19,0,0,0,0,0.705,NA,0.705,NA,NA,NA,NA,0.705,1,1.06 (0.308-2.93),1.06 (0.308-2.93),NA
